FIPS,City,Year,Population,Primary.Point,Date,MSA,microMSA
1940890,Keomah Village,July 01 2009,92,POINT (-92.5367656 41.2885469),7/1/09,,
1964110,Popejoy,April 01 1990,92,POINT (-93.4278229 42.5938807),4/1/90,,
1963840,Plover,July 01 2003,92,POINT (-94.6222266 42.876712),7/1/03,,
1974685,Spring Hill,July 01 2002,92,POINT (-93.6498879 41.4121875),7/1/02,,
1971940,Shannon City,July 01 1997,92,POINT (-94.2638596 40.8992002),7/1/97,,
1980535,Varina,July 01 1998,92,POINT (-94.8976674 42.6581176),7/1/98,,
1974685,Spring Hill,July 01 1995,91,POINT (-93.6498879 41.4121875),7/1/95,,
1934365,Hansell,July 01 2015,91,POINT (-93.104094 42.7577502),7/1/15,,
1972075,Sharpsburg,July 01 2008,91,POINT (-94.640482 40.802969),7/1/08,,
1974685,Spring Hill,July 01 2007,91,POINT (-93.6498879 41.4121875),7/1/07,,
1954030,Morley,July 01 2007,91,POINT (-91.245872 42.006028),7/1/07,,
1957945,Numa,July 01 2013,91,POINT (-92.9799877 40.6854066),7/1/13,,
1971040,Scarville,July 01 1996,91,POINT (-93.6165718 43.4709669),7/1/96,,
1971940,Shannon City,July 01 1991,91,POINT (-94.2638596 40.8992002),7/1/91,,
1954165,Morrison,July 01 2019,91,POINT (-92.6732838 42.3429631),7/1/19,,
1972075,Sharpsburg,July 01 2009,91,POINT (-94.640482 40.802969),7/1/09,,
1914475,Clio,April 01 2000,91,POINT (-93.4513925 40.6359742),4/1/00,,
1954030,Morley,July 01 2006,91,POINT (-91.245872 42.006028),7/1/06,,
1977835,Thornburg,April 01 1990,91,POINT (-92.3327614 41.4553947),4/1/90,,
1971040,Scarville,July 01 2004,91,POINT (-93.6165718 43.4709669),7/1/04,,
1971940,Shannon City,July 01 1995,91,POINT (-94.2638596 40.8992002),7/1/95,,
1974685,Spring Hill,July 01 1996,91,POINT (-93.6498879 41.4121875),7/1/96,,
1987690,Zwingle,July 01 2012,91,POINT (-90.6874539 42.2971718),7/1/12,,
1934365,Hansell,July 01 1992,91,POINT (-93.104094 42.7577502),7/1/92,,
1974685,Spring Hill,July 01 2008,91,POINT (-93.6498879 41.4121875),7/1/08,,
1957945,Numa,July 01 2014,91,POINT (-92.9799877 40.6854066),7/1/14,,
1933240,Gruver,July 01 1998,91,POINT (-94.703558 43.3931285),7/1/98,,
1916950,Craig,July 01 2014,91,POINT (-96.3095738 42.8955639),7/1/14,,
1971040,Scarville,July 01 1991,91,POINT (-93.6165718 43.4709669),7/1/91,,
1987690,Zwingle,July 01 2017,91,POINT (-90.6874539 42.2971718),7/1/17,,
1979095,Truesdale,April 01 2000,91,POINT (-95.1834071 42.7292568),4/1/00,,
1964110,Popejoy,July 01 1992,91,POINT (-93.4278229 42.5938807),7/1/92,,
1971940,Shannon City,July 01 1994,91,POINT (-94.2638596 40.8992002),7/1/94,,
1934365,Hansell,July 01 1993,91,POINT (-93.104094 42.7577502),7/1/93,,
1932295,Grant,July 01 2012,91,POINT (-94.9850119 41.1427142),7/1/12,,
1974685,Spring Hill,July 01 2009,91,POINT (-93.6498879 41.4121875),7/1/09,,
1957945,Numa,July 01 2012,91,POINT (-92.9799877 40.6854066),7/1/12,,
1941475,Kinross,July 01 1996,91,POINT (-91.9873035 41.4588773),7/1/96,,
1954030,Morley,July 01 2009,91,POINT (-91.245872 42.006028),7/1/09,,
1934455,Hardy,July 01 2005,91,POINT (-94.0511447 42.8101495),7/1/05,,
1987690,Zwingle,April 01 2010,91,POINT (-90.6874539 42.2971718),4/1/10,,
1987690,Zwingle,July 01 2016,91,POINT (-90.6874539 42.2971718),7/1/16,,
1902800,Arispe,July 01 1994,91,POINT (-94.2191509 40.9480308),7/1/94,,
1902800,Arispe,July 01 2002,91,POINT (-94.2191509 40.9480308),7/1/02,,
1987420,Yorktown,July 01 1992,91,POINT (-95.1543964 40.7353688),7/1/92,,
1902620,Aredale,July 01 1998,91,POINT (-93.0053681 42.8331955),7/1/98,,
1933240,Gruver,July 01 2014,91,POINT (-94.703558 43.3931285),7/1/14,,
1971040,Scarville,July 01 2005,91,POINT (-93.6165718 43.4709669),7/1/05,,
1971040,Scarville,July 01 1992,91,POINT (-93.6165718 43.4709669),7/1/92,,
1931845,Graf,July 01 1993,91,POINT (-90.8732325 42.4938574),7/1/93,,
1971040,Scarville,July 01 1997,91,POINT (-93.6165718 43.4709669),7/1/97,,
1954030,Morley,July 01 2008,91,POINT (-91.245872 42.006028),7/1/08,,
1932295,Grant,July 01 2009,91,POINT (-94.9850119 41.1427142),7/1/09,,
1933240,Gruver,July 01 2011,91,POINT (-94.703558 43.3931285),7/1/11,,
1941475,Kinross,July 01 1991,91,POINT (-91.9873035 41.4588773),7/1/91,,
1916950,Craig,July 01 2015,91,POINT (-96.3095738 42.8955639),7/1/15,,
1974460,Spragueville,July 01 2001,91,POINT (-90.4320591 42.0717247),7/1/01,,
1902800,Arispe,July 01 1991,91,POINT (-94.2191509 40.9480308),7/1/91,,
1932295,Grant,July 01 2011,91,POINT (-94.9850119 41.1427142),7/1/11,,
1987690,Zwingle,July 01 2018,91,POINT (-90.6874539 42.2971718),7/1/18,,
1955515,Nemaha,July 01 2006,91,POINT (-95.0888605 42.5149523),7/1/06,,
1908065,Bradgate,July 01 2009,91,POINT (-94.4196235 42.8028773),7/1/09,,
1902800,Arispe,July 01 1995,91,POINT (-94.2191509 40.9480308),7/1/95,,
1954795,Mount Union,NA,90.71707457,NA,7/1/20,,
1950385,Matlock,July 01 2015,90,POINT (-95.9345034 43.2443282),7/1/15,,
1912945,Chatsworth,July 01 2002,90,POINT (-96.5144511 42.9163167),7/1/02,,
1987690,Zwingle,July 01 2015,90,POINT (-90.6874539 42.2971718),7/1/15,,
1902800,Arispe,July 01 2004,90,POINT (-94.2191509 40.9480308),7/1/04,,
1971040,Scarville,July 01 1995,90,POINT (-93.6165718 43.4709669),7/1/95,,
1987690,Zwingle,July 01 2011,90,POINT (-90.6874539 42.2971718),7/1/11,,
1934365,Hansell,July 01 1995,90,POINT (-93.104094 42.7577502),7/1/95,,
1934365,Hansell,July 01 2018,90,POINT (-93.104094 42.7577502),7/1/18,,
1987690,Zwingle,July 01 1999,90,POINT (-90.6874539 42.2971718),7/1/99,,
1913215,Chillicothe,July 01 2002,90,POINT (-92.5303282 41.0860115),7/1/02,,
1916950,Craig,July 01 2011,90,POINT (-96.3095738 42.8955639),7/1/11,,
1971040,Scarville,July 01 1994,90,POINT (-93.6165718 43.4709669),7/1/94,,
1971040,Scarville,July 01 1999,90,POINT (-93.6165718 43.4709669),7/1/99,,
1941475,Kinross,July 01 1994,90,POINT (-91.9873035 41.4588773),7/1/94,,
1964110,Popejoy,July 01 1993,90,POINT (-93.4278229 42.5938807),7/1/93,,
1916950,Craig,July 01 2012,90,POINT (-96.3095738 42.8955639),7/1/12,,
1980535,Varina,April 01 2000,90,POINT (-94.8976674 42.6581176),4/1/00,,
1933240,Gruver,July 01 2013,90,POINT (-94.703558 43.3931285),7/1/13,,
1932970,Greenville,July 01 2002,90,POINT (-95.1461167 43.0169781),7/1/02,,
1913215,Chillicothe,July 01 2001,90,POINT (-92.5303282 41.0860115),7/1/01,,
1957945,Numa,July 01 2015,90,POINT (-92.9799877 40.6854066),7/1/15,,
1987690,Zwingle,July 01 2013,90,POINT (-90.6874539 42.2971718),7/1/13,,
1971040,Scarville,July 01 1993,90,POINT (-93.6165718 43.4709669),7/1/93,,
1957945,Numa,July 01 2016,90,POINT (-92.9799877 40.6854066),7/1/16,,
1934365,Hansell,July 01 2016,90,POINT (-93.104094 42.7577502),7/1/16,,
1915465,Colwell,July 01 1994,90,POINT (-92.5910417 43.1577091),7/1/94,,
1931845,Graf,July 01 1994,90,POINT (-90.8732325 42.4938574),7/1/94,,
1954165,Morrison,July 01 2002,90,POINT (-92.6732838 42.3429631),7/1/02,,
1934365,Hansell,July 01 2019,90,POINT (-93.104094 42.7577502),7/1/19,,
1934365,Hansell,July 01 2017,90,POINT (-93.104094 42.7577502),7/1/17,,
1971040,Scarville,July 01 1998,90,POINT (-93.6165718 43.4709669),7/1/98,,
1950385,Matlock,July 01 2014,90,POINT (-95.9345034 43.2443282),7/1/14,,
1933240,Gruver,July 01 2012,90,POINT (-94.703558 43.3931285),7/1/12,,
1941475,Kinross,July 01 1992,90,POINT (-91.9873035 41.4588773),7/1/92,,
1950385,Matlock,July 01 2013,90,POINT (-95.9345034 43.2443282),7/1/13,,
1913215,Chillicothe,April 01 2000,90,POINT (-92.5303282 41.0860115),4/1/00,,
1934455,Hardy,July 01 2006,90,POINT (-94.0511447 42.8101495),7/1/06,,
1934365,Hansell,July 01 1994,90,POINT (-93.104094 42.7577502),7/1/94,,
1902800,Arispe,July 01 2005,90,POINT (-94.2191509 40.9480308),7/1/05,,
1913215,Chillicothe,July 01 2003,90,POINT (-92.5303282 41.0860115),7/1/03,,
1987690,Zwingle,July 01 2014,90,POINT (-90.6874539 42.2971718),7/1/14,,
1934455,Hardy,July 01 2007,89,POINT (-94.0511447 42.8101495),7/1/07,,
1902620,Aredale,July 01 1996,89,POINT (-93.0053681 42.8331955),7/1/96,,
1916950,Craig,April 01 2010,89,POINT (-96.3095738 42.8955639),4/1/10,,
1987690,Zwingle,July 01 1998,89,POINT (-90.6874539 42.2971718),7/1/98,,
1912945,Chatsworth,July 01 2006,89,POINT (-96.5144511 42.9163167),7/1/06,,
1987420,Yorktown,July 01 1994,89,POINT (-95.1543964 40.7353688),7/1/94,,
1987420,Yorktown,July 01 1995,89,POINT (-95.1543964 40.7353688),7/1/95,,
1964110,Popejoy,July 01 1996,89,POINT (-93.4278229 42.5938807),7/1/96,,
1972075,Sharpsburg,July 01 2012,89,POINT (-94.640482 40.802969),7/1/12,,
1941475,Kinross,April 01 1990,89,POINT (-91.9873035 41.4588773),4/1/90,,
1979095,Truesdale,July 01 2002,89,POINT (-95.1834071 42.7292568),7/1/02,,
1974460,Spragueville,July 01 2003,89,POINT (-90.4320591 42.0717247),7/1/03,,
1965730,Rathbun,April 01 1990,89,POINT (-92.8871405 40.8016943),4/1/90,,
1950385,Matlock,July 01 2016,89,POINT (-95.9345034 43.2443282),7/1/16,,
1902620,Aredale,July 01 1995,89,POINT (-93.0053681 42.8331955),7/1/95,,
1932295,Grant,July 01 2014,89,POINT (-94.9850119 41.1427142),7/1/14,,
1939135,Jackson Junction,July 01 1991,89,POINT (-92.0462156 43.1013241),7/1/91,,
1902800,Arispe,April 01 2000,89,POINT (-94.2191509 40.9480308),4/1/00,,
1965550,Randalia,July 01 1992,89,POINT (-91.8864465 42.8635957),7/1/92,,
1932295,Grant,July 01 2013,89,POINT (-94.9850119 41.1427142),7/1/13,,
1912945,Chatsworth,July 01 2003,89,POINT (-96.5144511 42.9163167),7/1/03,,
1902620,Aredale,April 01 2000,89,POINT (-93.0053681 42.8331955),4/1/00,,
1959520,Orchard,July 01 2004,89,POINT (-92.7753132 43.2273862),7/1/04,,
1974685,Spring Hill,July 01 1992,89,POINT (-93.6498879 41.4121875),7/1/92,,
1931845,Graf,July 01 1995,89,POINT (-90.8732325 42.4938574),7/1/95,,
1957945,Numa,July 01 2019,89,POINT (-92.9799877 40.6854066),7/1/19,,
1933240,Gruver,July 01 1999,89,POINT (-94.703558 43.3931285),7/1/99,,
1912945,Chatsworth,April 01 2000,89,POINT (-96.5144511 42.9163167),4/1/00,,
1915465,Colwell,July 01 1995,89,POINT (-92.5910417 43.1577091),7/1/95,,
1965730,Rathbun,July 01 1991,89,POINT (-92.8871405 40.8016943),7/1/91,,
1979095,Truesdale,July 01 2001,89,POINT (-95.1834071 42.7292568),7/1/01,,
1974685,Spring Hill,July 01 1997,89,POINT (-93.6498879 41.4121875),7/1/97,,
1939135,Jackson Junction,July 01 1992,89,POINT (-92.0462156 43.1013241),7/1/92,,
1965730,Rathbun,July 01 2011,89,POINT (-92.8871405 40.8016943),7/1/11,,
1902620,Aredale,July 01 1994,89,POINT (-93.0053681 42.8331955),7/1/94,,
1972075,Sharpsburg,April 01 2010,89,POINT (-94.640482 40.802969),4/1/10,,
1965730,Rathbun,April 01 2010,89,POINT (-92.8871405 40.8016943),4/1/10,,
1955515,Nemaha,July 01 2007,89,POINT (-95.0888605 42.5149523),7/1/07,,
1965550,Randalia,July 01 1991,89,POINT (-91.8864465 42.8635957),7/1/91,,
1987420,Yorktown,July 01 2011,89,POINT (-95.1543964 40.7353688),7/1/11,,
1974460,Spragueville,July 01 2002,89,POINT (-90.4320591 42.0717247),7/1/02,,
1974685,Spring Hill,July 01 1993,89,POINT (-93.6498879 41.4121875),7/1/93,,
1915465,Colwell,July 01 1996,89,POINT (-92.5910417 43.1577091),7/1/96,,
1902620,Aredale,July 01 1993,89,POINT (-93.0053681 42.8331955),7/1/93,,
1972075,Sharpsburg,July 01 2015,89,POINT (-94.640482 40.802969),7/1/15,,
1974460,Spragueville,April 01 2000,89,POINT (-90.4320591 42.0717247),4/1/00,,
1959520,Orchard,July 01 2006,89,POINT (-92.7753132 43.2273862),7/1/06,,
1948500,Maharishi Vedic City,July 01 2001,89,POINT (-92.0138829 41.0543302),7/1/01,,
1932970,Greenville,July 01 2003,89,POINT (-95.1461167 43.0169781),7/1/03,,
1912945,Chatsworth,July 01 2005,89,POINT (-96.5144511 42.9163167),7/1/05,,
1974685,Spring Hill,July 01 1994,89,POINT (-93.6498879 41.4121875),7/1/94,,
1987420,Yorktown,July 01 1996,89,POINT (-95.1543964 40.7353688),7/1/96,,
1972075,Sharpsburg,July 01 2011,89,POINT (-94.640482 40.802969),7/1/11,,
1902620,Aredale,July 01 1997,89,POINT (-93.0053681 42.8331955),7/1/97,,
1971040,Scarville,July 01 2006,89,POINT (-93.6165718 43.4709669),7/1/06,,
1932970,Greenville,July 01 2004,88,POINT (-95.1461167 43.0169781),7/1/04,,
1965730,Rathbun,July 01 2014,88,POINT (-92.8871405 40.8016943),7/1/14,,
1959520,Orchard,July 01 2003,88,POINT (-92.7753132 43.2273862),7/1/03,,
1917985,Cylinder,April 01 2010,88,POINT (-94.5511492 43.089664),4/1/10,,
1915465,Colwell,July 01 1998,88,POINT (-92.5910417 43.1577091),7/1/98,,
1931845,Graf,July 01 1996,88,POINT (-90.8732325 42.4938574),7/1/96,,
1971040,Scarville,July 01 2007,88,POINT (-93.6165718 43.4709669),7/1/07,,
1959520,Orchard,July 01 2008,88,POINT (-92.7753132 43.2273862),7/1/08,,
1963840,Plover,July 01 2005,88,POINT (-94.6222266 42.876712),7/1/05,,
1974460,Spragueville,July 01 2004,88,POINT (-90.4320591 42.0717247),7/1/04,,
1983055,Webster,April 01 2010,88,POINT (-92.1715154 41.4378773),4/1/10,,
1965730,Rathbun,July 01 2005,88,POINT (-92.8871405 40.8016943),7/1/05,,
1934455,Hardy,July 01 2008,88,POINT (-94.0511447 42.8101495),7/1/08,,
1954165,Morrison,July 01 2005,88,POINT (-92.6732838 42.3429631),7/1/05,,
1924825,Elkport,April 01 2000,88,POINT (-91.2749402 42.7415739),4/1/00,,
1950385,Matlock,July 01 2012,88,POINT (-95.9345034 43.2443282),7/1/12,,
1957945,Numa,July 01 2018,88,POINT (-92.9799877 40.6854066),7/1/18,,
1955515,Nemaha,July 01 2008,88,POINT (-95.0888605 42.5149523),7/1/08,,
1915465,Colwell,July 01 1997,88,POINT (-92.5910417 43.1577091),7/1/97,,
1902620,Aredale,April 01 1990,88,POINT (-93.0053681 42.8331955),4/1/90,,
1959520,Orchard,July 01 2007,88,POINT (-92.7753132 43.2273862),7/1/07,,
1934365,Hansell,July 01 1996,88,POINT (-93.104094 42.7577502),7/1/96,,
1902800,Arispe,July 01 2003,88,POINT (-94.2191509 40.9480308),7/1/03,,
1954030,Morley,April 01 2000,88,POINT (-91.245872 42.006028),4/1/00,,
1945840,Littleport,April 01 1990,88,POINT (-96.0274587 41.8082038),4/1/90,,
1964110,Popejoy,July 01 1997,88,POINT (-93.4278229 42.5938807),7/1/97,,
1983055,Webster,July 01 1999,88,POINT (-92.1715154 41.4378773),7/1/99,,
1985710,Willey,April 01 2010,88,POINT (-94.8223651 41.9787458),4/1/10,,
1959520,Orchard,April 01 2000,88,POINT (-92.7753132 43.2273862),4/1/00,,
1980535,Varina,July 01 2001,88,POINT (-94.8976674 42.6581176),7/1/01,,
1987690,Zwingle,July 01 1996,88,POINT (-90.6874539 42.2971718),7/1/96,,
1929685,Garber,April 01 2010,88,POINT (-91.2618173 42.744429),4/1/10,,
1959520,Orchard,July 01 2005,88,POINT (-92.7753132 43.2273862),7/1/05,,
1965730,Rathbun,April 01 2000,88,POINT (-92.8871405 40.8016943),4/1/00,,
1912945,Chatsworth,July 01 2004,88,POINT (-96.5144511 42.9163167),7/1/04,,
1965730,Rathbun,July 01 2003,88,POINT (-92.8871405 40.8016943),7/1/03,,
1959520,Orchard,July 01 2001,88,POINT (-92.7753132 43.2273862),7/1/01,,
1964110,Popejoy,July 01 1998,88,POINT (-93.4278229 42.5938807),7/1/98,,
1963840,Plover,July 01 2004,88,POINT (-94.6222266 42.876712),7/1/04,,
1965730,Rathbun,July 01 2013,88,POINT (-92.8871405 40.8016943),7/1/13,,
1987420,Yorktown,July 01 1997,88,POINT (-95.1543964 40.7353688),7/1/97,,
1934365,Hansell,July 01 1997,88,POINT (-93.104094 42.7577502),7/1/97,,
1965730,Rathbun,July 01 1992,88,POINT (-92.8871405 40.8016943),7/1/92,,
1965730,Rathbun,July 01 2012,88,POINT (-92.8871405 40.8016943),7/1/12,,
1965550,Randalia,April 01 1990,88,POINT (-91.8864465 42.8635957),4/1/90,,
1954165,Morrison,July 01 2003,88,POINT (-92.6732838 42.3429631),7/1/03,,
1959520,Orchard,July 01 2009,88,POINT (-92.7753132 43.2273862),7/1/09,,
1912945,Chatsworth,July 01 2001,88,POINT (-96.5144511 42.9163167),7/1/01,,
1972075,Sharpsburg,July 01 2016,88,POINT (-94.640482 40.802969),7/1/16,,
1972075,Sharpsburg,July 01 2013,88,POINT (-94.640482 40.802969),7/1/13,,
1914475,Clio,July 01 2001,88,POINT (-93.4513925 40.6359742),7/1/01,,
1964110,Popejoy,July 01 1995,88,POINT (-93.4278229 42.5938807),7/1/95,,
1959520,Orchard,July 01 2002,88,POINT (-92.7753132 43.2273862),7/1/02,,
1938055,Imogene,April 01 1990,88,POINT (-95.427529 40.8790395),4/1/90,,
1965730,Rathbun,July 01 1993,88,POINT (-92.8871405 40.8016943),7/1/93,,
1979095,Truesdale,July 01 2003,88,POINT (-95.1834071 42.7292568),7/1/03,,
1964110,Popejoy,July 01 1994,88,POINT (-93.4278229 42.5938807),7/1/94,,
1957945,Numa,July 01 2017,88,POINT (-92.9799877 40.6854066),7/1/17,,
1987420,Yorktown,July 01 1993,88,POINT (-95.1543964 40.7353688),7/1/93,,
1987420,Yorktown,July 01 2015,88,POINT (-95.1543964 40.7353688),7/1/15,,
1950385,Matlock,July 01 2017,88,POINT (-95.9345034 43.2443282),7/1/17,,
1902800,Arispe,July 01 2001,88,POINT (-94.2191509 40.9480308),7/1/01,,
1950385,Matlock,July 01 2018,88,POINT (-95.9345034 43.2443282),7/1/18,,
1965730,Rathbun,July 01 2001,87,POINT (-92.8871405 40.8016943),7/1/01,,
1987690,Zwingle,July 01 1994,87,POINT (-90.6874539 42.2971718),7/1/94,,
1955515,Nemaha,July 01 2009,87,POINT (-95.0888605 42.5149523),7/1/09,,
1983055,Webster,July 01 2011,87,POINT (-92.1715154 41.4378773),7/1/11,,
1948500,Maharishi Vedic City,July 01 2002,87,POINT (-92.0138829 41.0543302),7/1/02,,
1965550,Randalia,July 01 1993,87,POINT (-91.8864465 42.8635957),7/1/93,,
1917985,Cylinder,July 01 2011,87,POINT (-94.5511492 43.089664),7/1/11,,
1902080,Andover,July 01 2003,87,POINT (-90.2529846 41.9799233),7/1/03,,
1979095,Truesdale,July 01 2009,87,POINT (-95.1834071 42.7292568),7/1/09,,
1972075,Sharpsburg,July 01 2014,87,POINT (-94.640482 40.802969),7/1/14,,
1950385,Matlock,July 01 2011,87,POINT (-95.9345034 43.2443282),7/1/11,,
1902620,Aredale,July 01 2001,87,POINT (-93.0053681 42.8331955),7/1/01,,
1915465,Colwell,July 01 1999,87,POINT (-92.5910417 43.1577091),7/1/99,,
1965730,Rathbun,July 01 2016,87,POINT (-92.8871405 40.8016943),7/1/16,,
1979410,Udell,July 01 1999,87,POINT (-92.7426983 40.7801811),7/1/99,,
1979095,Truesdale,July 01 2006,87,POINT (-95.1834071 42.7292568),7/1/06,,
1954165,Morrison,July 01 2004,87,POINT (-92.6732838 42.3429631),7/1/04,,
1902080,Andover,April 01 2000,87,POINT (-90.2529846 41.9799233),4/1/00,,
1913215,Chillicothe,July 01 2004,87,POINT (-92.5303282 41.0860115),7/1/04,,
1972075,Sharpsburg,July 01 2018,87,POINT (-94.640482 40.802969),7/1/18,,
1945840,Littleport,July 01 1991,87,POINT (-96.0274587 41.8082038),7/1/91,,
1912945,Chatsworth,July 01 2007,87,POINT (-96.5144511 42.9163167),7/1/07,,
1933240,Gruver,July 01 2015,87,POINT (-94.703558 43.3931285),7/1/15,,
1965550,Randalia,July 01 1994,87,POINT (-91.8864465 42.8635957),7/1/94,,
1979095,Truesdale,July 01 2005,87,POINT (-95.1834071 42.7292568),7/1/05,,
1987420,Yorktown,July 01 1998,87,POINT (-95.1543964 40.7353688),7/1/98,,
1965730,Rathbun,July 01 2015,87,POINT (-92.8871405 40.8016943),7/1/15,,
1965730,Rathbun,July 01 1996,87,POINT (-92.8871405 40.8016943),7/1/96,,
1950385,Matlock,April 01 2010,87,POINT (-95.9345034 43.2443282),4/1/10,,
1933240,Gruver,July 01 2016,87,POINT (-94.703558 43.3931285),7/1/16,,
1954165,Morrison,July 01 2006,87,POINT (-92.6732838 42.3429631),7/1/06,,
1954030,Morley,July 01 2001,87,POINT (-91.245872 42.006028),7/1/01,,
1917985,Cylinder,July 01 2012,87,POINT (-94.5511492 43.089664),7/1/12,,
1929685,Garber,July 01 2016,87,POINT (-91.2618173 42.744429),7/1/16,,
1965550,Randalia,July 01 1995,87,POINT (-91.8864465 42.8635957),7/1/95,,
1934365,Hansell,July 01 1998,87,POINT (-93.104094 42.7577502),7/1/98,,
1929685,Garber,July 01 2015,87,POINT (-91.2618173 42.744429),7/1/15,,
1931845,Graf,July 01 1997,87,POINT (-90.8732325 42.4938574),7/1/97,,
1912945,Chatsworth,July 01 2008,87,POINT (-96.5144511 42.9163167),7/1/08,,
1914475,Clio,July 01 2002,87,POINT (-93.4513925 40.6359742),7/1/02,,
1964110,Popejoy,July 01 1999,87,POINT (-93.4278229 42.5938807),7/1/99,,
1979095,Truesdale,July 01 2004,87,POINT (-95.1834071 42.7292568),7/1/04,,
1979095,Truesdale,July 01 2008,87,POINT (-95.1834071 42.7292568),7/1/08,,
1934365,Hansell,July 01 1999,87,POINT (-93.104094 42.7577502),7/1/99,,
1984835,Westwood,July 01 1995,87,POINT (-91.6266238 40.9647732),7/1/95,,
1934455,Hardy,July 01 2009,87,POINT (-94.0511447 42.8101495),7/1/09,,
1987420,Yorktown,July 01 2016,87,POINT (-95.1543964 40.7353688),7/1/16,,
1987420,Yorktown,July 01 2012,87,POINT (-95.1543964 40.7353688),7/1/12,,
1929685,Garber,July 01 2011,87,POINT (-91.2618173 42.744429),7/1/11,,
1971040,Scarville,July 01 2008,87,POINT (-93.6165718 43.4709669),7/1/08,,
1987690,Zwingle,July 01 1997,87,POINT (-90.6874539 42.2971718),7/1/97,,
1950385,Matlock,July 01 2019,87,POINT (-95.9345034 43.2443282),7/1/19,,
1965730,Rathbun,July 01 1994,87,POINT (-92.8871405 40.8016943),7/1/94,,
1980535,Varina,July 01 2002,87,POINT (-94.8976674 42.6581176),7/1/02,,
1976665,Swan,July 01 2005,87,POINT (-93.3095681 41.4674984),7/1/05,,
1965550,Randalia,July 01 1996,87,POINT (-91.8864465 42.8635957),7/1/96,,
1929685,Garber,July 01 2012,87,POINT (-91.2618173 42.744429),7/1/12,,
1987420,Yorktown,July 01 2013,87,POINT (-95.1543964 40.7353688),7/1/13,,
1939135,Jackson Junction,April 01 1990,87,POINT (-92.0462156 43.1013241),4/1/90,,
1965730,Rathbun,July 01 2004,87,POINT (-92.8871405 40.8016943),7/1/04,,
1974460,Spragueville,July 01 2005,87,POINT (-90.4320591 42.0717247),7/1/05,,
1902080,Andover,July 01 2001,87,POINT (-90.2529846 41.9799233),7/1/01,,
1933240,Gruver,NA,86.53058195,NA,7/1/20,,
1965730,Rathbun,NA,86.32580084,NA,7/1/20,,
1972075,Sharpsburg,July 01 2017,86,POINT (-94.640482 40.802969),7/1/17,,
1987420,Yorktown,July 01 2014,86,POINT (-95.1543964 40.7353688),7/1/14,,
1974685,Spring Hill,July 01 1991,86,POINT (-93.6498879 41.4121875),7/1/91,,
1954030,Morley,July 01 1991,86,POINT (-91.245872 42.006028),7/1/91,,
1976665,Swan,July 01 2004,86,POINT (-93.3095681 41.4674984),7/1/04,,
1987420,Yorktown,July 01 1999,86,POINT (-95.1543964 40.7353688),7/1/99,,
1931845,Graf,July 01 1999,86,POINT (-90.8732325 42.4938574),7/1/99,,
1939135,Jackson Junction,July 01 1995,86,POINT (-92.0462156 43.1013241),7/1/95,,
1929685,Garber,July 01 2017,86,POINT (-91.2618173 42.744429),7/1/17,,
1965730,Rathbun,July 01 1995,86,POINT (-92.8871405 40.8016943),7/1/95,,
1965730,Rathbun,July 01 2019,86,POINT (-92.8871405 40.8016943),7/1/19,,
1902080,Andover,July 01 2006,86,POINT (-90.2529846 41.9799233),7/1/06,,
1976665,Swan,July 01 2003,86,POINT (-93.3095681 41.4674984),7/1/03,,
1929685,Garber,July 01 2018,86,POINT (-91.2618173 42.744429),7/1/18,,
1965730,Rathbun,July 01 2002,86,POINT (-92.8871405 40.8016943),7/1/02,,
1902080,Andover,July 01 2004,86,POINT (-90.2529846 41.9799233),7/1/04,,
1932970,Greenville,July 01 2005,86,POINT (-95.1461167 43.0169781),7/1/05,,
1929685,Garber,July 01 2013,86,POINT (-91.2618173 42.744429),7/1/13,,
1929685,Garber,July 01 2014,86,POINT (-91.2618173 42.744429),7/1/14,,
1917985,Cylinder,July 01 2015,86,POINT (-94.5511492 43.089664),7/1/15,,
1914475,Clio,July 01 2003,86,POINT (-93.4513925 40.6359742),7/1/03,,
1980535,Varina,July 01 2003,86,POINT (-94.8976674 42.6581176),7/1/03,,
1984835,Westwood,July 01 1996,86,POINT (-91.6266238 40.9647732),7/1/96,,
1902080,Andover,July 01 2005,86,POINT (-90.2529846 41.9799233),7/1/05,,
1987420,Yorktown,July 01 2019,86,POINT (-95.1543964 40.7353688),7/1/19,,
1987690,Zwingle,July 01 1995,86,POINT (-90.6874539 42.2971718),7/1/95,,
1965730,Rathbun,July 01 2006,86,POINT (-92.8871405 40.8016943),7/1/06,,
1963840,Plover,July 01 2006,86,POINT (-94.6222266 42.876712),7/1/06,,
1913215,Chillicothe,July 01 2006,86,POINT (-92.5303282 41.0860115),7/1/06,,
1965730,Rathbun,July 01 2018,86,POINT (-92.8871405 40.8016943),7/1/18,,
1908065,Bradgate,April 01 2010,86,POINT (-94.4196235 42.8028773),4/1/10,,
1976665,Swan,July 01 2006,86,POINT (-93.3095681 41.4674984),7/1/06,,
1932970,Greenville,July 01 2006,86,POINT (-95.1461167 43.0169781),7/1/06,,
1908065,Bradgate,July 01 2011,86,POINT (-94.4196235 42.8028773),7/1/11,,
1987420,Yorktown,July 01 2018,86,POINT (-95.1543964 40.7353688),7/1/18,,
1934770,Hartwick,July 01 2011,86,POINT (-92.3453557 41.7861465),7/1/11,,
1974460,Spragueville,July 01 2006,86,POINT (-90.4320591 42.0717247),7/1/06,,
